frame,time,launch_angle_deg,actual_speed_m_s,required_speed_m_s,speed_error_m_s,relative_error_pct,feasibility_ratio
42,1.4157303370786516,88.00085905774472,0.8979937119161285,22.40581744668069,21.50782373476456,95.99214037134288,0.040078596286571185
43,1.449438202247191,74.96109525080118,1.1390520607860022,8.680452664609028,7.541400603823026,86.87796472377508,0.13122035276224914
44,1.4831460674157304,66.78335939790044,1.3620654436515813,7.390052770634139,6.027987326982557,81.56893481107439,0.1843106518892561
45,1.5168539325842696,62.37991959317641,3.2060417052976207,7.008079383681811,3.8020376783841905,54.25220620698401,0.4574779379301599
46,1.550561797752809,60.54733574475378,4.7280050583579705,6.856038502804092,2.128033444446122,31.03881991875869,0.689611800812413
47,1.5842696629213482,56.11100756480332,5.841835957824102,6.665948269210054,0.8241123113859512,12.363016904774335,0.8763698309522566
48,1.6179775280898876,52.224315694045316,6.132678459785882,6.5808932243376885,0.44821476455180687,6.810849975413724,0.9318915002458628
